,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
0,Afghanistan,AFG,2021-05-11,504502.0,448878.0,55624.0,12,40094444.0,1.1195516266543064
1,Afghanistan,AFG,2021-05-20,547901.0,470341.0,77560.0,10,40094444.0,1.1730827343559123
2,Afghanistan,AFG,2021-05-24,573277.0,476367.0,96910.0,10,40094444.0,1.1881122481708437
3,Afghanistan,AFG,2021-05-26,590454.0,479372.0,111082.0,19,40094444.0,1.1956070521890765
4,Afghanistan,AFG,2021-05-27,593313.0,479574.0,113739.0,14,40094444.0,1.1961108626422154
5,Afghanistan,AFG,2021-05-30,600152.0,480226.0,119926.0,20,40094444.0,1.1977370231147237
6,Afghanistan,AFG,2021-06-02,626290.0,481690.0,144600.0,34,40094444.0,1.2013884018444052
7,Afghanistan,AFG,2021-06-03,630305.0,481800.0,148505.0,27,40094444.0,1.2016627540713622
8,Afghanistan,AFG,2021-06-08,641295.0,482952.0,158343.0,64,40094444.0,1.2045359701209475
9,Afghanistan,AFG,2021-06-14,662003.0,484737.0,177266.0,85,40094444.0,1.2089879585311123
10,Afghanistan,AFG,2021-06-22,765890.0,582128.0,183762.0,78,40094444.0,1.4518919379453175
11,Afghanistan,AFG,2021-06-27,835694.0,649434.0,186260.0,56,40094444.0,1.6197605832868014
12,Afghanistan,AFG,2021-06-30,886854.0,699200.0,187654.0,77,40094444.0,1.743882518984426
13,Afghanistan,AFG,2021-07-05,915671.0,726349.0,189322.0,84,40094444.0,1.8115951427085508
14,Afghanistan,AFG,2021-07-07,934463.0,735213.0,199250.0,55,40094444.0,1.8337029439789714
15,Afghanistan,AFG,2021-07-11,962093.0,742934.0,219159.0,86,40094444.0,1.8529599762001938
16,Afghanistan,AFG,2021-08-20,1201286.0,770542.0,430744.0,7,40094444.0,1.9218173969440755
17,Albania,ALB,2021-02-02,550.0,549.0,1.0,13,2871380.0,0.019119726403332194
18,Albania,ALB,2021-02-09,1127.0,689.0,438.0,12,2871380.0,0.02399543076848066
19,Albania,ALB,2021-02-17,1701.0,1090.0,611.0,15,2871380.0,0.03796084112865591
20,Albania,ALB,2021-02-18,3049.0,2438.0,611.0,18,2871380.0,0.08490690887308541
21,Albania,ALB,2021-02-22,6728.0,6073.0,655.0,13,2871380.0,0.2115010900681902
22,Albania,ALB,2021-05-11,622507.0,440921.0,181586.0,4,2871380.0,15.355717459897331
23,Albania,ALB,2021-05-12,632676.0,444755.0,187921.0,4,2871380.0,15.489242106582898
24,Albania,ALB,2021-05-13,638338.0,445402.0,192936.0,3,2871380.0,15.511774826041833
25,Albania,ALB,2021-05-14,653330.0,448571.0,204759.0,3,2871380.0,15.622139876992943
26,Albania,ALB,2021-05-17,680083.0,456980.0,223103.0,3,2871380.0,15.914995577039612
27,Albania,ALB,2021-05-18,688947.0,460191.0,228756.0,3,2871380.0,16.026823339300268
28,Albania,ALB,2021-05-19,697811.0,463402.0,234409.0,1,2871380.0,16.13865110156092
29,Albania,ALB,2021-05-20,703743.0,466083.0,237660.0,2,2871380.0,16.232020840153517
30,Albania,ALB,2021-05-21,708846.0,469169.0,239677.0,2,2871380.0,16.339495294945287
31,Albania,ALB,2021-05-23,716616.0,472840.0,243776.0,1,2871380.0,16.46734322869143
32,Albania,ALB,2021-05-24,725135.0,475237.0,249898.0,2,2871380.0,16.550822252714724
33,Albania,ALB,2021-05-26,748986.0,479789.0,269197.0,2,2871380.0,16.70935229750155
34,Albania,ALB,2021-05-27,759043.0,481788.0,277255.0,0,2871380.0,16.778970390543922
35,Albania,ALB,2021-05-30,772204.0,485162.0,287042.0,1,2871380.0,16.896474865744
36,Albania,ALB,2021-05-31,776461.0,486128.0,290333.0,1,2871380.0,16.930117225863523
37,Albania,ALB,2021-06-01,780342.0,487078.0,293264.0,1,2871380.0,16.96320236262703
38,Albania,ALB,2021-06-03,787321.0,490050.0,297271.0,0,2871380.0,17.06670660100718
39,Albania,ALB,2021-06-06,798624.0,492522.0,306102.0,0,2871380.0,17.1527976095118
40,Albania,ALB,2021-06-07,803682.0,493346.0,310336.0,0,2871380.0,17.181494612346675
41,Albania,ALB,2021-06-08,809992.0,494437.0,315555.0,1,2871380.0,17.219490279935084
42,Albania,ALB,2021-06-09,816556.0,496024.0,320532.0,0,2871380.0,17.274759871560015
43,Albania,ALB,2021-06-10,823053.0,498437.0,324616.0,0,2871380.0,17.358796118939328
44,Albania,ALB,2021-06-11,830281.0,501735.0,328546.0,0,2871380.0,17.473653783198323
45,Albania,ALB,2021-06-12,834868.0,503721.0,331147.0,1,2871380.0,17.54281913226393
46,Albania,ALB,2021-06-13,836430.0,504257.0,332173.0,0,2871380.0,17.561486114690496
47,Albania,ALB,2021-06-14,842535.0,507764.0,334771.0,0,2871380.0,17.683622509037466
48,Albania,ALB,2021-06-15,848430.0,507854.0,340576.0,0,2871380.0,17.68675689041506
49,Albania,ALB,2021-06-16,854227.0,509282.0,344945.0,1,2871380.0,17.736489074939577
50,Albania,ALB,2021-06-17,862628.0,511175.0,351453.0,0,2871380.0,17.802415563248335
51,Albania,ALB,2021-06-20,880912.0,515884.0,365028.0,0,2871380.0,17.966413362216077
52,Albania,ALB,2021-06-21,890052.0,519674.0,370378.0,0,2871380.0,18.098405644672596
53,Albania,ALB,2021-06-22,901429.0,525800.0,375629.0,1,2871380.0,18.31175253710759
54,Albania,ALB,2021-06-23,912874.0,532225.0,380649.0,0,2871380.0,18.535512541008156
55,Albania,ALB,2021-06-24,922886.0,537018.0,385868.0,0,2871380.0,18.70243576259499
56,Albania,ALB,2021-06-28,943439.0,547300.0,396139.0,0,2871380.0,19.060521421755393
57,Albania,ALB,2021-06-29,955498.0,556252.0,399246.0,0,2871380.0,19.372287889446888
58,Albania,ALB,2021-06-30,968034.0,564530.0,403504.0,0,2871380.0,19.660581323266165
59,Albania,ALB,2021-07-01,974486.0,567084.0,407402.0,0,2871380.0,19.749528101470375
60,Albania,ALB,2021-07-02,981499.0,569352.0,412147.0,0,2871380.0,19.828514512185777
61,Albania,ALB,2021-07-04,988550.0,571759.0,416791.0,0,2871380.0,19.91234180080658
62,Albania,ALB,2021-07-05,994081.0,574187.0,419894.0,0,2871380.0,19.996900445082154
63,Albania,ALB,2021-07-06,1000063.0,576905.0,423158.0,0,2871380.0,20.091558762685537
64,Albania,ALB,2021-07-07,1005663.0,579552.0,426111.0,0,2871380.0,20.183744401646596
65,Albania,ALB,2021-07-08,1011297.0,582106.0,429191.0,0,2871380.0,20.272691179850806
66,Albania,ALB,2021-07-09,1016554.0,584832.0,431722.0,0,2871380.0,20.367628109132195
67,Albania,ALB,2021-07-10,1021408.0,587238.0,434170.0,0,2871380.0,20.451420571293248
68,Albania,ALB,2021-07-11,1022802.0,587876.0,434926.0,0,2871380.0,20.473639852614422
69,Albania,ALB,2021-07-12,1029234.0,590476.0,438758.0,0,2871380.0,20.56418864796718
70,Albania,ALB,2021-07-13,1035667.0,592502.0,443165.0,0,2871380.0,20.634747055422828
71,Albania,ALB,2021-07-14,1043499.0,594669.0,448830.0,0,2871380.0,20.710215993703375
72,Albania,ALB,2021-07-15,1052108.0,596977.0,455131.0,0,2871380.0,20.790595462808824
73,Albania,ALB,2021-07-16,1060042.0,599387.0,460655.0,0,2871380.0,20.87452723080888
74,Albania,ALB,2021-07-17,1067135.0,601701.0,465434.0,0,2871380.0,20.95511565867283
75,Albania,ALB,2021-07-18,1069365.0,602460.0,466905.0,0,2871380.0,20.98154894162389
76,Albania,ALB,2021-07-20,1082424.0,609538.0,472886.0,0,2871380.0,21.228050623741897
77,Albania,ALB,2021-07-21,1095453.0,616592.0,478861.0,0,2871380.0,21.473716470825874
78,Albania,ALB,2021-07-22,1109785.0,624490.0,485295.0,0,2871380.0,21.74877584993975
79,Albania,ALB,2021-07-25,1138771.0,640047.0,498724.0,0,2871380.0,22.290571084287
80,Albania,ALB,2021-07-29,1179769.0,660756.0,519013.0,1,2871380.0,23.01179223927171
81,Albania,ALB,2021-07-30,1190847.0,665632.0,525215.0,0,2871380.0,23.18160605701788
82,Albania,ALB,2021-07-31,1198933.0,670215.0,528718.0,0,2871380.0,23.34121572205699
83,Albania,ALB,2021-08-01,1203087.0,672765.0,530322.0,0,2871380.0,23.430023194422194
84,Albania,ALB,2021-08-02,1212761.0,677938.0,534823.0,0,2871380.0,23.610180470714432
85,Albania,ALB,2021-08-03,1221640.0,683052.0,538588.0,0,2871380.0,23.788282985881352
86,Albania,ALB,2021-08-04,1229405.0,687768.0,541637.0,0,2871380.0,23.952524570067354
87,Albania,ALB,2021-08-05,1238036.0,693000.0,545036.0,0,2871380.0,24.134736607484903
88,Albania,ALB,2021-08-08,1259952.0,706470.0,553482.0,1,2871380.0,24.603849020331687
89,Albania,ALB,2021-08-10,1280239.0,720232.0,560007.0,1,2871380.0,25.08313075942578
90,Albania,ALB,2021-08-13,1309995.0,742540.0,567455.0,0,2871380.0,25.86003942355244
91,Albania,ALB,2021-08-15,1321198.0,750965.0,570233.0,2,2871380.0,26.153452346955124
92,Albania,ALB,2021-08-16,1330754.0,757938.0,572816.0,1,2871380.0,26.396297250799268
93,Albania,ALB,2021-08-17,1340339.0,764997.0,575342.0,2,2871380.0,26.642137230182
94,Albania,ALB,2021-08-19,1358228.0,776986.0,581242.0,3,2871380.0,27.059671656137468
95,Albania,ALB,2021-08-21,1373349.0,785724.0,587625.0,2,2871380.0,27.36398526144223
96,Albania,ALB,2021-08-22,1376763.0,787510.0,589253.0,2,2871380.0,27.42618531855763
97,Albania,ALB,2021-08-23,1386713.0,792663.0,594050.0,1,2871380.0,27.60564606565484
98,Albania,ALB,2021-08-24,1396390.0,797441.0,598949.0,0,2871380.0,27.772046890345408
99,Albania,ALB,2021-08-25,1405653.0,802394.0,603259.0,2,2871380.0,27.944542345492412
100,Albania,ALB,2021-08-26,1415907.0,807368.0,608539.0,3,2871380.0,28.117769156294187
101,Albania,ALB,2021-08-27,1427977.0,812555.0,615422.0,3,2871380.0,28.298414003022938
102,Albania,ALB,2021-08-29,1444764.0,818955.0,625809.0,3,2871380.0,28.521303345429722
103,Albania,ALB,2021-08-30,1458048.0,824170.0,633878.0,2,2871380.0,28.702923333031507
104,Albania,ALB,2021-08-31,1472316.0,830396.0,641920.0,3,2871380.0,28.919752871441606
105,Albania,ALB,2021-09-01,1485250.0,836613.0,648637.0,3,2871380.0,29.136268971713946
106,Albania,ALB,2021-09-02,1499898.0,844304.0,655594.0,3,2871380.0,29.404119273659358
107,Albania,ALB,2021-09-06,1539232.0,865281.0,673951.0,3,2871380.0,30.134673919857352
108,Albania,ALB,2021-09-07,1553626.0,872116.0,681510.0,4,2871380.0,30.37271277225585
109,Albania,ALB,2021-09-08,1567313.0,879459.0,687854.0,4,2871380.0,30.628443466207887
110,Albania,ALB,2021-09-09,1579402.0,885981.0,693421.0,5,2871380.0,30.855581636704304
111,Albania,ALB,2021-09-10,1589575.0,890978.0,698597.0,3,2871380.0,31.029609456080355
112,Albania,ALB,2021-09-11,1598196.0,895363.0,702833.0,4,2871380.0,31.18232348208875
113,Albania,ALB,2021-09-12,1601552.0,896926.0,704626.0,4,2871380.0,31.236757238679658
114,Albania,ALB,2021-09-13,1610157.0,900814.0,709343.0,4,2871380.0,31.372162514191782
115,Albania,ALB,2021-09-14,1618111.0,904594.0,713517.0,5,2871380.0,31.503806532050792
116,Albania,ALB,2021-09-15,1625636.0,908232.0,717404.0,5,2871380.0,31.630505192625147
117,Albania,ALB,2021-09-16,1632986.0,911372.0,721614.0,4,2871380.0,31.73986027624348
118,Albania,ALB,2021-09-17,1640239.0,914401.0,725838.0,6,2871380.0,31.84534962282944
119,Albania,ALB,2021-09-19,1649884.0,918307.0,731577.0,5,2871380.0,31.981381774617084
120,Albania,ALB,2021-09-20,1657595.0,921001.0,736594.0,6,2871380.0,32.07520425718644
121,Albania,ALB,2021-09-21,1665590.0,923771.0,741819.0,7,2871380.0,32.17167355069688
122,Albania,ALB,2021-09-22,1674093.0,926652.0,747441.0,7,2871380.0,32.27200858123968
123,Albania,ALB,2021-09-23,1683644.0,929624.0,754020.0,7,2871380.0,32.375512819619836
124,Albania,ALB,2021-09-24,1693555.0,932595.0,760960.0,8,2871380.0,32.478982231540236
125,Albania,ALB,2021-09-27,1715133.0,938985.0,776148.0,11,2871380.0,32.70152330934951
126,Albania,ALB,2021-09-28,1723996.0,941418.0,782578.0,13,2871380.0,32.786256085923846
127,Albania,ALB,2021-09-29,1732549.0,944011.0,788538.0,15,2871380.0,32.876561096058346
128,Albania,ALB,2021-09-30,1741373.0,946495.0,794878.0,17,2871380.0,32.963070022079975
129,Albania,ALB,2021-10-01,1749106.0,948553.0,800553.0,13,2871380.0,33.034742876247655
130,Albania,ALB,2021-10-02,1756040.0,950620.0,805420.0,7,2871380.0,33.1067291685531
131,Albania,ALB,2021-10-04,1764714.0,952949.0,811765.0,3,2871380.0,33.18783999331332
132,Albania,ALB,2021-10-05,1771542.0,955083.0,816459.0,5,2871380.0,33.26215965842208
133,Albania,ALB,2021-10-06,1778093.0,957147.0,820946.0,7,2871380.0,33.33404147134827
134,Albania,ALB,2021-10-07,1783984.0,958874.0,825110.0,9,2871380.0,33.394186767338354
135,Albania,ALB,2021-10-08,1789592.0,960652.0,828940.0,12,2871380.0,33.45610821277574
136,Algeria,DZA,2021-08-20,4146091.0,3421279.0,724812.0,31,44830504.0,7.631587188937247
137,Algeria,DZA,2021-09-04,8000000.0,5000000.0,3000000.0,34,44830504.0,11.153120205831279
138,Algeria,DZA,2021-09-25,14082920.0,6017036.0,4032942.0,10,44830504.0,13.421745158162842
139,Andorra,AND,2021-03-08,3611.0,2439.0,1172.0,0,77355.0,3.152995927865038
140,Andorra,AND,2021-03-10,4914.0,3650.0,1264.0,0,77355.0,4.71850559110594
141,Andorra,AND,2021-03-15,8363.0,7098.0,1265.0,1,77355.0,9.175877448128757
142,Andorra,AND,2021-04-05,15269.0,9781.0,4484.0,0,77355.0,12.644302242906083
143,Andorra,AND,2021-04-19,26414.0,21733.0,4681.0,0,77355.0,28.095145756576823
144,Andorra,AND,2021-04-26,28503.0,23822.0,4681.0,0,77355.0,30.795682244198826
145,Andorra,AND,2021-05-03,28881.0,24182.0,4699.0,2,77355.0,31.261069097020233
146,Andorra,AND,2021-05-10,31633.0,26931.0,4702.0,0,77355.0,34.81481481481482
147,Andorra,AND,2021-05-17,32317.0,27613.0,4704.0,0,77355.0,35.69646435265981
148,Andorra,AND,2021-05-31,35916.0,27613.0,8303.0,0,77355.0,35.69646435265981
149,Andorra,AND,2021-06-07,41473.0,30535.0,10938.0,0,77355.0,39.47385430806024
150,Andorra,AND,2021-06-14,51107.0,34646.0,16416.0,0,77355.0,44.788313619029154
151,Andorra,AND,2021-06-21,63265.0,38667.0,24598.0,0,77355.0,49.98642621679271
152,Andorra,AND,2021-06-28,68329.0,41716.0,26613.0,0,77355.0,53.92799431193846
153,Andorra,AND,2021-07-12,70018.0,43008.0,27010.0,0,77355.0,55.59821601706418
154,Andorra,AND,2021-07-19,82349.0,48445.0,33904.0,0,77355.0,62.62685023592528
155,Andorra,AND,2021-08-01,86320.0,50747.0,35573.0,0,77355.0,65.60274061146661
156,Andorra,AND,2021-08-15,91660.0,51044.0,40616.0,0,77355.0,65.98668476504427
157,Andorra,AND,2021-08-29,95918.0,52910.0,43008.0,0,77355.0,68.39893995216858
158,Andorra,AND,2021-09-26,102032.0,54312.0,47720.0,0,77355.0,70.21136319565639
159,Angola,AGO,2021-05-12,626572.0,586377.0,40195.0,3,34237452.0,1.712677099919702
160,Angola,AGO,2021-05-18,681502.0,606287.0,75215.0,18,34237452.0,1.7708297918898872
161,Angola,AGO,2021-05-21,757535.0,630984.0,126551.0,8,34237452.0,1.8429642486245765
162,Angola,AGO,2021-05-26,859979.0,663049.0,196930.0,4,34237452.0,1.936618998399764
163,Angola,AGO,2021-05-31,909215.0,679034.0,230181.0,7,34237452.0,1.9833076363276099
164,Angola,AGO,2021-06-08,1115919.0,740289.0,375630.0,3,34237452.0,2.1622198988406027
165,Angola,AGO,2021-06-10,1222630.0,774926.0,447704.0,8,34237452.0,2.2633868898888854
166,Angola,AGO,2021-06-15,1314375.0,822109.0,492266.0,5,34237452.0,2.4011979629792544
167,Angola,AGO,2021-06-20,1380174.0,866381.0,513793.0,3,34237452.0,2.5305066510206426
168,Angola,AGO,2021-06-24,1432699.0,909119.0,523580.0,3,34237452.0,2.6553348654566933
169,Angola,AGO,2021-06-28,1488292.0,943301.0,544991.0,2,34237452.0,2.7551729024694946
170,Angola,AGO,2021-07-05,1513460.0,951772.0,561688.0,3,34237452.0,2.7799148137542478
171,Angola,AGO,2021-07-12,1558201.0,958373.0,599828.0,6,34237452.0,2.7991948699920775
172,Angola,AGO,2021-07-19,1592537.0,958373.0,634164.0,3,34237452.0,2.7991948699920775
173,Angola,AGO,2021-08-03,1680059.0,969946.0,710113.0,2,34237452.0,2.832997034942904
174,Angola,AGO,2021-08-09,1695588.0,972978.0,722610.0,5,34237452.0,2.84185283414198
175,Angola,AGO,2021-08-16,1727488.0,1000191.0,727297.0,14,34237452.0,2.9213359685761664
176,Angola,AGO,2021-08-20,1754073.0,1025762.0,728311.0,8,34237452.0,2.9960231853702197
177,Angola,AGO,2021-08-25,1841568.0,1110558.0,731010.0,3,34237452.0,3.2436934851343495
178,Angola,AGO,2021-09-01,2086325.0,1165755.0,920570.0,7,34237452.0,3.4049116739177903
179,Angola,AGO,2021-09-11,2469333.0,1510880.0,958453.0,9,34237452.0,4.4129452156661655
180,Angola,AGO,2021-09-19,2820134.0,1836547.0,983587.0,10,34237452.0,5.364146257145538
181,Angola,AGO,2021-09-26,3134137.0,2127405.0,1006732.0,16,34237452.0,6.213677933743434
182,Anguilla,AIA,2021-04-22,6898.0,6115.0,783.0,0,15117.0,40.451147714493615
183,Anguilla,AIA,2021-05-17,13235.0,8811.0,4424.0,0,15117.0,58.28537408215916
184,Anguilla,AIA,2021-05-28,14443.0,9004.0,5439.0,0,15117.0,59.56208242376133
185,Anguilla,AIA,2021-06-04,14557.0,9044.0,5513.0,0,15117.0,59.82668518886023
186,Anguilla,AIA,2021-06-11,14937.0,9119.0,5818.0,0,15117.0,60.32281537342066
187,Anguilla,AIA,2021-06-18,15198.0,9183.0,6015.0,0,15117.0,60.74617979757888
188,Anguilla,AIA,2021-06-25,15789.0,9264.0,6525.0,0,15117.0,61.282000396904145
189,Anguilla,AIA,2021-07-02,16460.0,9300.0,7160.0,0,15117.0,61.52014288549316
190,Anguilla,AIA,2021-07-09,16951.0,9321.0,7630.0,0,15117.0,61.65905933717008
191,Anguilla,AIA,2021-07-16,17807.0,9362.0,8445.0,0,15117.0,61.93027717139644
192,Anguilla,AIA,2021-07-23,18001.0,9398.0,8603.0,0,15117.0,62.16841965998545
193,Anguilla,AIA,2021-07-30,18193.0,9428.0,8765.0,0,15117.0,62.36687173380962
194,Anguilla,AIA,2021-08-06,18457.0,9492.0,8965.0,0,15117.0,62.79023615796785
195,Anguilla,AIA,2021-08-20,18458.0,9493.0,8965.0,0,15117.0,62.79685122709532
196,Anguilla,AIA,2021-09-03,18471.0,9493.0,8978.0,0,15117.0,62.79685122709532
197,Anguilla,AIA,2021-09-10,18481.0,9493.0,8988.0,0,15117.0,62.79685122709532
198,Anguilla,AIA,2021-09-17,18565.0,9498.0,9067.0,0,15117.0,62.82992657273269
199,Anguilla,AIA,2021-09-24,18584.0,9498.0,9086.0,0,15117.0,62.82992657273269
200,Anguilla,AIA,2021-10-01,18704.0,9548.0,9156.0,0,15117.0,63.16068002910631
201,Antigua and Barbuda,ATG,2021-05-17,34441.0,31860.0,2581.0,0,98938.0,32.20198508156623
202,Antigua and Barbuda,ATG,2021-05-21,39519.0,32469.0,7050.0,0,98938.0,32.81752208453779
203,Antigua and Barbuda,ATG,2021-05-25,42009.0,32759.0,9250.0,0,98938.0,33.110634943095675
204,Antigua and Barbuda,ATG,2021-05-26,44230.0,32876.0,11354.0,0,98938.0,33.228890820513854
205,Antigua and Barbuda,ATG,2021-05-27,45939.0,33024.0,12915.0,0,98938.0,33.378479451777885
206,Antigua and Barbuda,ATG,2021-05-29,48347.0,33214.0,15133.0,0,98938.0,33.570518910833044
207,Antigua and Barbuda,ATG,2021-05-31,50329.0,33463.0,16866.0,0,98938.0,33.822191675594816
208,Antigua and Barbuda,ATG,2021-06-03,51811.0,33632.0,18179.0,0,98938.0,33.99300572075441
209,Antigua and Barbuda,ATG,2021-06-06,55578.0,34084.0,21494.0,0,98938.0,34.4498574865067
210,Antigua and Barbuda,ATG,2021-06-07,57264.0,34368.0,22896.0,0,98938.0,34.73690594109442
211,Antigua and Barbuda,ATG,2021-06-09,58074.0,34644.0,23430.0,0,98938.0,35.01586852372193
212,Antigua and Barbuda,ATG,2021-06-12,58727.0,34883.0,23844.0,0,98938.0,35.257433948533425
213,Antigua and Barbuda,ATG,2021-06-15,59582.0,35257.0,24325.0,0,98938.0,35.635448462673594
214,Antigua and Barbuda,ATG,2021-06-17,62204.0,35611.0,26593.0,0,98938.0,35.993248296913215
215,Antigua and Barbuda,ATG,2021-06-20,62809.0,35768.0,27041.0,0,98938.0,36.15193353413248
216,Antigua and Barbuda,ATG,2021-06-29,63995.0,36432.0,27563.0,0,98938.0,36.82306090683054
217,Antigua and Barbuda,ATG,2021-07-01,64455.0,36583.0,27872.0,0,98938.0,36.975681740079644
218,Antigua and Barbuda,ATG,2021-07-04,64696.0,36692.0,28004.0,0,98938.0,37.08585174553761
219,Antigua and Barbuda,ATG,2021-07-06,64823.0,36749.0,28074.0,0,98938.0,37.14346358325416
220,Antigua and Barbuda,ATG,2021-07-08,65077.0,36826.0,28251.0,0,98938.0,37.22129010087125
221,Antigua and Barbuda,ATG,2021-07-09,65337.0,36908.0,28429.0,0,98938.0,37.30417028846348
222,Antigua and Barbuda,ATG,2021-07-13,65656.0,37045.0,28611.0,0,98938.0,37.44264084578221
223,Antigua and Barbuda,ATG,2021-07-15,65757.0,37092.0,28665.0,0,98938.0,37.490145343548484
224,Antigua and Barbuda,ATG,2021-07-18,66124.0,37316.0,28808.0,0,98938.0,37.716549758434574
225,Antigua and Barbuda,ATG,2021-07-20,66408.0,37448.0,28960.0,0,98938.0,37.84996664577817
226,Antigua and Barbuda,ATG,2021-07-21,66522.0,37498.0,29024.0,0,98938.0,37.90050334552952
227,Antigua and Barbuda,ATG,2021-07-22,67847.0,37555.0,30292.0,0,98938.0,37.95811518324607
228,Antigua and Barbuda,ATG,2021-07-25,68271.0,37841.0,30430.0,0,98938.0,38.24718510582385
229,Antigua and Barbuda,ATG,2021-07-28,68715.0,38067.0,30648.0,0,98938.0,38.47561098869999
230,Antigua and Barbuda,ATG,2021-07-29,68850.0,38146.0,30704.0,0,98938.0,38.55545897430714
231,Antigua and Barbuda,ATG,2021-08-02,69290.0,38362.0,30928.0,0,98938.0,38.773777517233015
232,Antigua and Barbuda,ATG,2021-08-04,69518.0,38462.0,31056.0,0,98938.0,38.87485091673573
233,Antigua and Barbuda,ATG,2021-08-07,69903.0,38605.0,31298.0,0,98938.0,39.01938587802462
234,Antigua and Barbuda,ATG,2021-08-10,70019.0,38605.0,31414.0,0,98938.0,39.01938587802462
235,Antigua and Barbuda,ATG,2021-08-14,71065.0,39039.0,32026.0,0,98938.0,39.458044431866426
236,Antigua and Barbuda,ATG,2021-08-16,71434.0,39186.0,32248.0,0,98938.0,39.60662232913542
237,Antigua and Barbuda,ATG,2021-08-19,71600.0,39230.0,32370.0,0,98938.0,39.65109462491662
238,Antigua and Barbuda,ATG,2021-08-22,72282.0,39466.0,32816.0,0,98938.0,39.88962784774303
239,Antigua and Barbuda,ATG,2021-08-24,72902.0,39808.0,33094.0,0,98938.0,40.23529887404233
240,Antigua and Barbuda,ATG,2021-08-28,73700.0,40309.0,33391.0,0,98938.0,40.74167660555095
241,Antigua and Barbuda,ATG,2021-08-30,74637.0,40795.0,33842.0,1,98938.0,41.232893327134164
242,Antigua and Barbuda,ATG,2021-08-31,75069.0,41061.0,34008.0,0,98938.0,41.5017485698114
243,Antigua and Barbuda,ATG,2021-09-07,77997.0,42938.0,35059.0,0,98938.0,43.39889627847743
244,Antigua and Barbuda,ATG,2021-09-10,79390.0,43681.0,35709.0,0,98938.0,44.149871636782635
245,Antigua and Barbuda,ATG,2021-09-13,79922.0,43949.0,35973.0,0,98938.0,44.420748347449916
246,Antigua and Barbuda,ATG,2021-09-17,81915.0,45099.0,36816.0,0,98938.0,45.58309244173119
247,Antigua and Barbuda,ATG,2021-09-24,89252.0,48580.0,40672.0,2,98938.0,49.101457478420826
248,Antigua and Barbuda,ATG,2021-09-28,93318.0,51148.0,42170.0,1,98938.0,51.69702237765065
249,Antigua and Barbuda,ATG,2021-10-02,96160.0,53171.0,42989.0,2,98938.0,53.74173724959065
250,Antigua and Barbuda,ATG,2021-10-04,97384.0,53736.0,43648.0,0,98938.0,54.31280195678101
251,Antigua and Barbuda,ATG,2021-10-06,97831.0,53958.0,43873.0,4,98938.0,54.53718490367705
252,Argentina,ARG,2021-01-20,247933.0,243539.0,4394.0,425,45721876.0,0.5326531221072381
253,Argentina,ARG,2021-01-21,265724.0,249372.0,16352.0,234,45721876.0,0.5454106913723312
254,Argentina,ARG,2021-01-22,279602.0,254456.0,25146.0,150,45721876.0,0.556530095134329
255,Argentina,ARG,2021-01-23,288064.0,258876.0,29188.0,139,45721876.0,0.5661972400257592
256,Argentina,ARG,2021-01-24,292023.0,260036.0,31987.0,220,45721876.0,0.5687343187755464
257,Argentina,ARG,2021-01-25,292386.0,260122.0,32264.0,162,45721876.0,0.568922412544927
258,Argentina,ARG,2021-01-26,305880.0,266969.0,38911.0,90,45721876.0,0.5838977385792307
259,Argentina,ARG,2021-01-27,318033.0,272323.0,45710.0,207,45721876.0,0.59560766929161
260,Argentina,ARG,2021-01-28,327999.0,276548.0,51451.0,219,45721876.0,0.6048483224966534
261,Argentina,ARG,2021-01-29,344034.0,278451.0,65583.0,182,45721876.0,0.6090104439284163
262,Argentina,ARG,2021-01-30,366384.0,281023.0,85361.0,166,45721876.0,0.6146357599150132
263,Argentina,ARG,2021-02-01,375851.0,281577.0,94274.0,156,45721876.0,0.6158474337317217
264,Argentina,ARG,2021-02-03,396562.0,284196.0,112366.0,275,45721876.0,0.6215755451504221
265,Argentina,ARG,2021-02-04,444018.0,297717.0,146301.0,177,45721876.0,0.6511478225434144
266,Argentina,ARG,2021-02-06,471383.0,307501.0,163882.0,161,45721876.0,0.6725467695157565
267,Argentina,ARG,2021-02-07,501152.0,319316.0,181836.0,285,45721876.0,0.6983877914370793
268,Argentina,ARG,2021-02-08,511582.0,322318.0,189264.0,125,45721876.0,0.70495357627058
269,Argentina,ARG,2021-02-09,513178.0,322975.0,190203.0,61,45721876.0,0.7063905251831749
270,Argentina,ARG,2021-02-10,535303.0,337772.0,197531.0,227,45721876.0,0.738753589200933
271,Argentina,ARG,2021-02-11,572928.0,362649.0,210279.0,158,45721876.0,0.7931629926995997
272,Argentina,ARG,2021-02-12,591632.0,368023.0,223609.0,118,45721876.0,0.8049166661490442
273,Argentina,ARG,2021-02-13,606245.0,371629.0,234616.0,200,45721876.0,0.812803481641917
274,Argentina,ARG,2021-02-14,609605.0,372122.0,237483.0,314,45721876.0,0.8138817401105765
275,Argentina,ARG,2021-02-15,609791.0,372181.0,237610.0,48,45721876.0,0.8140107811849191
276,Argentina,ARG,2021-02-16,611169.0,373253.0,237916.0,0,45721876.0,0.8163553918916189
277,Argentina,ARG,2021-02-17,612322.0,374002.0,238320.0,91,45721876.0,0.8179935573947141
278,Argentina,ARG,2021-02-18,635583.0,392399.0,243184.0,105,45721876.0,0.8582303140842252
